プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
2日目,青年ヨアヒム,狂人,でもでも、僕を狼扱いさせたいならまだ分かるんだけど、なんで僕が狂人ぽく見える方向に持っていってるのかがわかんない。狼にとってのメリットが読めない。これだけ出さないと特に迷惑かけちゃうから先に出す。■3.●ヴァルター　▼フリーデル、▽シモン
2日目,行商人アルビン,村人,【●ジムゾン〇パメラ　▼シモン▽ニコラス】ジムゾンの希望理由は昨日>>306>>332と同じ。パメラもまとめ狙い。人外の割合が増えていくのに、いつまでも多数決は難しそう。まとめはほしいよ。シモンは頼りになりそうだけど忙しいらしいのがね。ニコラスは占と迷ったけど、まとめ役がより得意そうな人を●に持っていきたかったから、吊に入れたよ。明日とか霊ロラもちょっと迷いそうだよー。
2日目,村娘パメラ,人狼,また、占い師決め打ちがかなり早いのも少し疑問ですね。ただ>>460の質問とかはいいと思います。GSにするなら商＞司＝服≧屋＞神＞＞兵≧旅＞者≧長って感じですね。■3.4→喉がないのでそのまま占い希望ですが【●長○者▼修】で提出します。決めた理由はやはり長に感じた違和感ですね。発表順に関しては占は【青→妙】、霊は同時発表を希望します。こんな所でしょうか。ではお風呂入って来ます＠２
2日目,司書クララ,村人,■３　もう少し読み込みたいけど仮決定まで時間ないから、昨日までの印象で。修以外なら、▼兵。次点者かな。吊りは黒よりから。兵は今日発言増えてるけど、他に比べると少ないから判断しづらい。シモンを吊って永遠に私のものに！！・・は勿論冗談だよｗすれ違いですねてるだけっ■４　占いはヨア→リザの順。霊は年真寄りにみてるからリナ→ペタ。能力者の事情があるなら、無理強いはしない。■５　仮本は昨日と同じでOK！
2日目,少年ペーター,霊能者,パメ：占黒狙いのわりには昨日の占希望（●尼○兵）は消極的な気がするよ。ただ、これは初日で考察材料が少なくて止むを得ない部分があるので、今後の発言を見て白黒判断すればいいかな。あと、>>538（年の襲撃懸念が薄い）に回答しておくよ。☆僕が襲撃されたら、普通にカタリナ吊りになるだろうし霊ロラの手間が省けるから村視点では僕襲撃は悪いことじゃないよ。なので、僕襲撃はむしろ歓迎だね。
2日目,神父ジムゾン,人狼,ごめんなさい、ちょっとまとめる時間がなさそうなのでまず希望だけでも。【●ニコさん○ディタさん▼フリさん▽村長さん】でお願いしますー。
2日目,ならず者ディーター,村人,霊考察明日以降深く考えたいぜ。ペタが頑張ってる感伝わってきたな。真　ペタ＞リナ　偽　と考えていることだけ伝えておこう。灰考察商:最白だ。現状実質の纏め、しかもしっかり議事読んで灰もやってる。頼りになるぜ･･･惚れるぜ･･･。娘:ネタ発言が少なくて気になるぜ･･･(そっちかよ!村人として狼探しを淡々と行ってるな。裏に誰かいるような気配もない。白寄り。服:昨日から一貫して男勝りだな。
2日目,司書クララ,村人,●希望なんだけど、ぎりぎりだけど変更します。この状況でまとめなしはきつい。白い人だらけだから、自力で白とれなそうor少しでも？な要素あった人にしたいと思ったの。で、【●ニコラス○パメラ】として再提出します。ニコは私視点白っぽいと思うんだけど、強く言える要素なくて、私の主観が多いのと、疑ってる人多い気がするから、吊られるより占いたいと思った。パメは私の灰考察にひっかかる点があったのと、まとめになった
2日目,司書クララ,村人,らすごく頼りになりそうというとこから。以下パメラに質問だよ。回答もらえず占いにあげるのはずるいよね。それはごめんなさい。パメ＞>>570の司考察で、白めといってもらえて嬉しいｗでも「特に長評」のどこが納得できたの？？正直自分でもかなり薄い考察だと思うんだけど。灰と絡みないから灰、くらいしかあげられてないよね（恥）あとシスター、喉余ってたらせめて▼希望理由はもう少し具体的に言って欲しいな。
2日目,パン屋オットー,村人,仮までに原稿間に合わない～！ごめん～。【▼尼▽兵●者○旅】シモンは寡黙吊り枠。発言少なくて読み切れる気がしない。ディタはもっと喋れそうなのに喋れてないのが困った狼印象か。ジムは今日の質問の答えの余裕の有りっぷりがイケメンなんだけど～。昨日よりだいぶ白要素上がってきた。ので昨日第一だったが外し。ニコはRPステルス感が強いんだよ～。色見えない枠。ひどいなこれ。ごめん後で補完する！
